,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV
219,N102,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP024,24.04,Km Post,B Baria 48 km Sylhet 226 km,23.6268882,90.9710549,N102,26976.0
222,N102,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP038,38.076,Km Post,BBaria34 km Sylhet212 km,23.7118333,91.0593889,N102,26976.0
225,N102,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP042,42.079,Km Post,BBaria 30 km Sylhet208 km,23.7388052,91.0839997,N102,26976.0
228,N102,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP055,55.178,Km Post,Bbaria 17 km Sylhet 195 km,23.8293327,91.3005556,N102,26976.0
231,N102,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP062,62.25,Km Post,BBaria 10 km Sylhet 188 km,23.8843052,91.1353052,N102,45642.5
234,N102,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP070,70.365,Km Post,BBaria 2 Sylhet180 km,23.9536389,91.1168327,N102,45642.5
237,N102,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP070,70.365,Km Post,BBaria 2 Sylhet180 km,23.9536389,91.1168327,N102,45642.5
240,N103,Kuatali-Ghaturia,LRPS,0,0.0,LRPE,0,4.779,4.779,0.0,110.0,144.0,0.0,0.0,228.0,57.0,138.0,11797.0,1413.0,718.0,12094.0,0.0,13887.0,12812.0,26699.0,26699.0,LRPS,0,Others,Road start from N102 at Kuatali.,23.9570278,91.1155278,N103,41073.0
243,N104,Feni (Trank Road)-Feni (Mohipal Chourasta) Int. with N1,LRPS,0,0.0,LRPS,1878,1.878,1.878,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,LRPS,0,Others,Intersection with Z1031,23.0096667,91.3994163,N104,27645.0
246,N104,Feni (Int. with N1)-Feni (Temohoni)Int.with Z1444,LRPS,1878,1.878,LRP004,270,4.35,2.472,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,LRPS,0,Others,Intersection with Z1031,23.0096667,91.3994163,N104,27645.0
249,N104,Daganbhuiyan (Int.with Z1441)-Tulatali (Int.with Z1030),LRP014,994,14.809,LRP017,230,17.13,2.321,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,LRP014,13.815,Km Post,"Begumganj 22 km,Maijdee 32 km",22.9420274,91.3109722,N104,25967.0
252,N104,Tulatali (Int.with Z1030)- Kallandi (Int.with Z1421),LRP017,230,17.13,LRP023,923,23.823,6.693,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,LRP017,16.9,Km Post,"Begumganj 19 km,Maijdee 29 km",22.9396941,91.283166,N104,25967.0
255,N104,Kallandi (Int.with Z1421)- Chowmohoni (Int.with Z1420),LRP023,923,23.823,LRP032,2120,34.12,10.297,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,LRP023,22.9,Km Post,"Begumganj 13 km,Maijdee 23 km",22.9577222,91.230166,N104,25967.0
258,N104,Chowmohoni (Int.with Z1420)-Chowmohoni (Int.with R142 & R140),LRP032,2120,34.12,LRP032,4033,36.033,1.913,67.0,820.0,426.0,322.0,205.0,281.0,44.0,90.0,4147.0,768.0,332.0,1228.0,8.0,7170.0,1568.0,8738.0,8738.0,LRP032,32,Km Post,"Begumganj 4 km,Maijdee 12 km",22.9473052,91.1434441,N104,25967.0
261,N104,Chowmohoni (Int.with R142 & R140)-Maijdee Bazar(Int.with R143),LRP032,4033,36.033,LRP042,1230,43.03,6.997,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0,LRP032,32,Km Post,"Begumganj 4 km,Maijdee 12 km",22.9473052,91.1434441,N104,38221.0
264,N104,Feni (Temohoni)Int.with Z1444-Selonia (Int.with Z1443),LRP004,270,4.35,LRP008,485,8.315,3.965,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,LRP004,4.08,Km Post,"Begumgonj 32 km,Maijdee 42 km",23.0071667,91.3607778,N104,27645.0
267,N104,Maijdee Bazar(Int.with R143)-Maijdee(Int.with Z1429),LRP042,1230,43.03,LRP044,1380,45.2,2.17,46.0,1263.0,625.0,975.0,565.0,755.0,147.0,357.0,3066.0,1066.0,270.0,447.0,0.0,8865.0,717.0,9582.0,9582.0,LRP042,41.8,Km Post,"Maijdee 3 km,Sonapur 8 km",22.8939441,91.0983052,N104,38221.0
270,N104,Maijdee(Int.with Z1429)-Sonapur,LRP044,1380,45.2,LRPE,0,49.63,4.43,19.0,675.0,496.0,502.0,496.0,479.0,132.0,393.0,3681.0,1025.0,446.0,542.0,0.0,7898.0,988.0,8886.0,8886.0,LRP044,43.82,Km Post,"Maijdee 1 km,Sonapur 6 km",22.8760549,91.0969163,N104,28674.0
273,N104,Selonia(Int.with Z1443)-Daganbhuiyan (Int.with Z1441),LRP008,485,8.315,LRP014,994,14.809,6.494,90.0,675.0,406.0,217.0,379.0,517.0,61.0,174.0,4683.0,597.0,258.0,1328.0,0.0,7799.0,1586.0,9385.0,9385.0,LRP008,7.83,Km Post,"Begumgonj 28 km,Maijdee 38 km",22.9840274,91.3404719,N104,27645.0
276,N105,"Madanpur (13th km of N1)-Nayapur, Bostail (Int.with R114)",LRPS,0,0.0,LRP006,181,6.309,6.309,338.0,3887.0,774.0,98.0,131.0,793.0,294.0,619.0,5625.0,552.0,145.0,1648.0,0.0,13111.0,1793.0,14904.0,14904.0,LRPS,0,Others,"Starts of road from N1,Dhaka teknaf road at Madanpur.",23.6904163,90.5466108,N105,61592.5
279,N105,Bhulta (Int.with N2)-Purbachal Road,LRP012,546,12.803,LRP020d,0,21.221,8.418,223.0,4762.0,1090.0,60.0,19.0,944.0,101.0,1275.0,2563.0,484.0,64.0,249.0,0.0,11521.0,313.0,11834.0,11834.0,LRP012,12.257,Km Post,"Bangabondhu Bridge 118 km, Mymenshingh 151 km, Gazipur 37 km",23.7805549,90.5700549,N105,63229.0
282,N105,Purbachal Road- Ulukhola (Int.with Z3010),LRP020d,0,21.221,LRP028,895,28.61,7.389,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,LRP020d,21.221,"Side Road, Left",Purbachal Road,23.8346386,90.5406386,N105,51694.0
285,N105,Ulukhola (Int.with Z3010)-Mirer Bazar (Int.with R301),LRP028,895,28.61,LRP035,1289,36.158,7.548,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,LRP028,27.715,Km Post,"Bangabandhu bridge 104 km, Mymenshingh-108 km, Gazipur- 23 km",23.8795271,90.5024167,N105,51694.0
288,N105,Mirer Bazar (Int.with R301)-Vogra Bypass(Int.with N3),LRP035,1289,36.158,LRP045,1118,45.998,9.84,320.0,3715.0,1155.0,1.0,0.0,928.0,102.0,804.0,1144.0,622.0,102.0,363.0,0.0,8791.0,465.0,9256.0,9256.0,LRP035,34.869,Km Post,"Gazipur 16 km,Tangail 74 km,Bangabandhu Bridge 97 km",23.9225827,90.4620833,N105,51694.0
291,N105,Vogra Bypass(Int.with N3)-End of Road (Int.with N4),LRP045,1118,45.998,LRPE,0,48.881,2.883,328.0,3092.0,1796.0,351.0,309.0,1381.0,181.0,1240.0,1243.0,452.0,149.0,1353.0,0.0,10373.0,1502.0,11875.0,11875.0,LRP045,44.88,Km Post,"B.Bridge 87 km,Tangail 64 km",23.9744993,90.3916108,N105,60432.5
294,N105,"Nayapur, Bostail(Int.with R114)-Bhulta (Int.with N2)",LRP006,181,6.309,LRP012,546,12.803,6.494,245.0,3444.0,1481.0,20.0,0.0,1159.0,102.0,954.0,2332.0,659.0,180.0,1011.0,0.0,10396.0,1191.0,11587.0,11587.0,LRP006,6.128,Km Post,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",23.7303882,90.5865552,N105,55896.0
297,N106,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0.0,LRP010,2084,12.192,12.192,12.0,2672.0,709.0,757.0,741.0,750.0,289.0,1063.0,8817.0,1355.0,234.0,393.0,0.0,17165.0,627.0,17792.0,17792.0,LRPS,0,Others,Start of Road from Oxygen More,22.3935552,91.8215827,N106,63509.0
300,N106,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.321,7.129,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,LRP010,10.108,Km Post,Information missing,22.4809438,91.8115278,N106,27656.0
303,N106,Gohira(Int.with Z1619)-Munshihat (Int.with Z1629),LRP018,1533,19.321,LRP024,828,24.297,4.976,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,LRP018,17.788,Km Post,Rangamati 50 km,22.5162222,91.8532778,N106,27656.0
306,N106,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.297,LRP025,820,25.278,0.981,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,LRP024,23.469,Km Post,Rangamati 44 km,22.5343052,91.9025833,N106,27656.0
309,N106,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278,LRP039,690,37.25,11.972,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,LRP025,24.458,Km Post,"Rangamati 43 km,Raozan 0 km",22.5350552,91.9116944,N106,10039.0
312,N106,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,LRP039,36.56,Km Post,Rangamati 31 km,22.5479441,92.0118611,N106,10039.0
315,N106,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.054,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,LRP044,41.529,Km Post,Rangamati 26 km,22.5758049,92.0435552,N106,10039.0
318,N106,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303,8.424,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,LRP051,48.732,Km Post,Information missing,22.6078611,92.0956386,N106,5789.0
321,N106,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303,LRPE,0,66.85,9.547,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,LRP059,56.737,Km Post,"Rangamati 11 km, Manikchan 1 km",22.6461941,92.1339441,N106,5789.0
324,N107,Kalurghat-Int.with Z1065,LRPS,0,0.0,LRP002,939,2.957,2.957,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRPS,0,Others,Start of Road from Kalurghat Bridge End,22.3944163,91.891833,N107,15836.0
327,N107,Int.with Z1065-Shakpura (Int.with Z1802),LRP002,939,2.957,LRP002,3247,5.265,2.308,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRP002,2.018,Km Post,Information missing,22.3815827,91.9046667,N107,15836.0
330,N107,Shakpura(Int.with Z1802)-Maneswartek,LRP002,3247,5.265,LRP002,8524,10.542,5.277,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRP002,2.018,Km Post,Information missing,22.3815827,91.9046667,N107,15836.0
333,N108,Keranirhat (int.with N1)-Bandarban,LRPS,0,0.0,LRPE,0,22.541,22.541,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRPS,0,Others,Start of road from N1 at Keranirhat,22.1021389,92.0740827,N108,13510.0
336,N109,Ramu Hospital-Int.with Z1009,LRPS,0,0.0,LRP001,640,1.585,1.585,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRPS,0,Others,Road Start from N1 at after Ramu Hospital.,21.4433608,92.1014722,N109,13510.0
339,N109,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRP001,0.945,Km Post,Info.Missing,21.435083,92.1030278,N109,13510.0
342,N110,Link Road (Cox Bazar)-Int with R180,LRPS,0,0.0,LRPS,1890,1.89,1.89,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,"Road Start from N1 at Teknaff 79 Km Cox,s Bazar 8 Km.",21.4259438,92.0232493,N110,20381.0
345,N110,Int. with R180-Laboni More,LRPS,1890,1.89,LRP008,640,8.2,6.31,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,"Road Start from N1 at Teknaff 79 Km Cox,s Bazar 8 Km.",21.4259438,92.0232493,N110,20381.0
348,N111,Kalusha Majar- Chittagong Port,LRPS,0,0.0,LRP010,2620,12.66,12.66,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,Start of road from N1,22.3934441,91.7491386,N111,20381.0
351,N112,Panchgachia (int.with N104) - Int.with N1,LRPS,0,0.0,LRPS,1220,1.22,1.22,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,Start of from N104 at Pach Gachia mor,23.0091944,91.3693882,N112,20381.0
354,N112,Int.with N1-Dewangonj (int.with Z1031),LRPS,1220,1.22,LRPE,0,2.72,1.5,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,Start of from N104 at Pach Gachia mor,23.0091944,91.3693882,N112,20381.0
357,N119,Int with N1-Int with N1,LRPS,0,0.0,LRPS,2850,2.85,2.85,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRPS,0,Others,"Start of road from N1 at Palki Chinema Hall , Chandin, Comilla.",23.4914441,90.9936108,N119,13510.0
360,N120,Alekhar Char(int.with N1)-Chapapur(int.with Z1052),LRPS,0,0.0,LRPS,9340,9.34,9.34,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,"Start of road N1 at Alaker Chor, Comilla.",23.4772771,91.1361108,N120,20381.0
363,N120,Suagazi (int.with N1)-Lalbag More (int.with N1),LRPS,17790,17.79,LRPE,0,20.94,3.15,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,"Start of road N1 at Alaker Chor, Comilla.",23.4772771,91.1361108,N120,20381.0
366,N120,Chapapur(int.with Z1052)- Suagazi(int.with N1),LRPS,9340,9.34,LRPS,17790,17.79,8.45,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0,Others,"Start of road N1 at Alaker Chor, Comilla.",23.4772771,91.1361108,N120,20381.0
393,N2,Katchpur-Tarabo (Int with R201),LRPS,0,0.0,LRP002,1147,2.313,2.313,239.0,4475.0,1996.0,3707.0,794.0,3417.0,446.0,3024.0,4643.0,567.0,409.0,942.0,0.0,23308.0,1351.0,24659.0,24659.0,LRPS,0,Others,Road Start from N1 at Katchpur,23.7059167,90.5214438,N2,121369.5
396,N2,Bhulta (Int.with R202)-Bhulta (Int.with R203),LRP011,915,11.111,LRP011,1781,11.977,0.866,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,LRP011,10.196,Km Post,Km post broken,23.7774716,90.5616667,N2,93453.5
399,N2,Bhulta (Int.with R203)-Panchdona (Int.with R301),LRP011,1781,11.977,LRP030,999,30.225,18.248,244.0,1432.0,1041.0,961.0,1220.0,1068.0,152.0,1098.0,3128.0,899.0,218.0,1142.0,0.0,11243.0,1360.0,12603.0,12603.0,LRP011,10.196,Km Post,Km post broken,23.7774716,90.5616667,N2,52726.0
402,N2,Jagadishpur(Int.with N204)-Shaistaganj (Int.with N204),LRP117,378,116.294,LRP142,278,141.309,25.015,270.0,1818.0,958.0,1045.0,179.0,1178.0,196.0,764.0,1170.0,493.0,53.0,79.0,0.0,8071.0,132.0,8203.0,8203.0,LRP117,115.916,Km Post,Sylhet 115 km,24.1466386,91.3430552,N2,44047.5
405,N2,Shaistaganj (Int.with N204)-Mirpur (Int.with N207),LRP142,278,141.309,LRP146,920,145.961,4.652,206.0,4176.0,708.0,1765.0,178.0,1494.0,298.0,1159.0,1975.0,721.0,170.0,415.0,0.0,12680.0,585.0,13265.0,13265.0,LRP142,141.031,Km Post,Sylhet 90 km,24.2672493,91.4743604,N2,70859.0
408,N2,Mirpur (Int.with N207)-Auskandi (Int.with R240),LRP146,920,145.961,LRP182,527,181.657,35.696,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,LRP146,145.041,Km Post,Sylhet 86 km,24.2892219,91.5034444,N2,34709.0
411,N2,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,LRP182,181.13,Km Post,Sylhet 50 km,24.5868052,91.6003333,N2,34709.0
414,N2,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,LRP186,185.17,Km Post,Sylhet 46 km,24.6104722,91.6263604,N2,30707.5
417,N2,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,LRP191,190.22,Km Post,Sylhet 41 km,24.6242493,91.6713882,N2,30707.5
420,N2,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),LRP002,1147,2.313,LRP006,900,6.076,3.763,227.0,4684.0,1904.0,1466.0,1026.0,1513.0,637.0,1458.0,3517.0,813.0,190.0,522.0,0.0,17245.0,712.0,17957.0,17957.0,LRP002,1.166,Km Post,Sylhet 229 km,23.7151389,90.5168327,N2,91802.0
423,N2,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,LRP205,204.333,Km Post,Sylhet 27 km,24.7048611,91.7516944,N2,44713.5
426,N2,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,LRP216,215.418,Km Post,Sylhet 16 km,24.8072222,91.7911663,N2,44713.5
429,N2,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,LRP224,223.473,Km Post,Sylhet 8 km,24.8590833,91.840833,N2,30026.5
432,N2,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,LRP225,224.473,Km Post,Sylhet 7 km,24.8624722,91.8498886,N2,30026.5
435,N2,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,LRP226,225.493,Km Post,Sylhet 6 km,24.8677216,91.8577778,N2,30026.5
438,N2,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,LRP229,227.793,Km Post,Km post broken,22.8777493,91.8755549,N2,28422.5
441,N2,Int. with N210-Darbast(Int. with Z2011),LRP238,1040,237.923,LRP263,129,262.122,24.199,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,LRP238,236.883,Km Post,Jaflong 50 km,24.9139167,91.9396941,N2,28422.5
444,N2,Darbast(Int. with Z2011)-Tamabil(Int.with N212),LRP263,129,262.122,LRP282,1155,282.098,19.976,453.0,1322.0,435.0,7.0,269.0,910.0,131.0,335.0,874.0,372.0,203.0,356.0,0.0,5108.0,559.0,5667.0,5667.0,LRP263,261.993,Km Post,Jaflong 25 km,25.0643889,92.1090556,N2,28339.5
447,N2,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0,LRP282,280.943,Km Post,Jaflong 6 km,25.1777216,92.0455552,N2,26202.0
450,N2,Panchdona-Shahepratap(Int.with R210),LRP030,999,30.225,LRP033,1280,33.536,3.311,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,LRP030,29.226,Km Post,Sylhet 201 km,23.8846108,90.6658056,N2,57989.0
453,N2,Shahepratap(Int.with R210)-Itakhola(Int.with R211),LRP033,1280,33.536,LRP042,1831,43.097,9.561,70.0,1743.0,976.0,2192.0,437.0,1319.0,84.0,1392.0,2708.0,1305.0,304.0,651.0,0.0,12226.0,955.0,13181.0,13181.0,LRP033,32.256,Km Post,Sylhet 198 km,23.8994163,90.6825549,N2,57989.0
456,N2,Itakhola-Morgal (Int.with Z2042),LRP042,1831,43.097,LRP055,280,54.606,11.509,201.0,2039.0,974.0,1779.0,222.0,1030.0,242.0,859.0,2158.0,387.0,52.0,64.0,0.0,9891.0,116.0,10007.0,10007.0,LRP042,41.266,Km Post,Sylhet 189 km,23.9695549,90.7242216,N2,52171.0
459,N2,Morgal (Int.with Z2042)-Narayanpur (Int.with Z2032),LRP055,280,54.606,LRP064,621,63.969,9.363,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,LRP055,54.326,Km Post,Sylhet 176 km,24.0328049,90.8297493,N2,56465.5
462,N2,Barpa(Int. with Z1090 LGED Road)-Bhulta (Int.with R202),LRP006,900,6.076,LRP011,915,11.111,5.035,237.0,4415.0,1904.0,1451.0,1018.0,1422.0,659.0,1473.0,4094.0,1075.0,393.0,3205.0,0.0,17748.0,3598.0,21346.0,21346.0,LRP006,5.176,Km Post,Km post broken,23.7431108,90.5322493,N2,93453.5
465,N2,Narayanpur (Int.with Z2032)-Bhairab (Int.with R360),LRP064,621,63.969,LRP069,2478,70.576,6.607,436.0,1971.0,896.0,1936.0,87.0,1104.0,266.0,808.0,3037.0,610.0,153.0,489.0,0.0,11151.0,642.0,11793.0,11793.0,LRP064,63.348,Km Post,Sylhet 167 km,24.054,90.9124167,N2,56465.5
